GLAUX_ID	LEMMA	SENT	EN_SENT	EN_LEMMA	GOLD_ORIGINAL	GOLD_NORMALIZED	PREDICTED	CORRECT	DEFINITION_GOLD	DEFINITION_PREDICTED	SENSES	MAJORITY_SENSE	ERROR_ANALYSIS
119209504	ῥόα	πίνεται δὲ σὺν οἴνῳ πρὸς δυσουρίας καὶ ῥοικάς , καὶ πρὸς αἵματος πτύσιν σὺν χυλῷ [ῥόας] ·	It is drunk with wine for difficult micturition and for leucorrhea and with the juice of [pomegranate] for blood spitting .	pomegranate	pomegranate.n.02	pomegranate.n.02	pomegranate.n.02	TRUE	pomegranate: large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind	pomegranate: large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind	2	TRUE	0
107059018	μέρος	ἡ μὲν γὰρ Ἀσσυρίων ἀρχὴ παλαιά τις οὖσα καὶ εἰς τοὺς μυθικοὺς ἀναγομένη χρόνους ὀλίγου τινὸς ἐκράτησε τῆς Ἀσίας [μέρους] .	For the empire of the Assyrians , ancient as it was and running back to legendary times , held sway over only a small [part] of Asia .	part	region.n.01|part.n.01	part.n.01|region.n.01	part.n.01	TRUE	part, portion, component_part, component, constituent: something determined in relation to something that includes it "he wanted to feel a part of something bigger than himself/I read a portion of the manuscript/the smaller component is hard to reach/the animal constituent of plankton"|region, part: the extended spatial location of something "the farming regions of France/religions in all parts of the world/regions of outer space"	part, portion, component_part, component, constituent: something determined in relation to something that includes it "he wanted to feel a part of something bigger than himself/I read a portion of the manuscript/the smaller component is hard to reach/the animal constituent of plankton"	34	TRUE	0
107846840	ἅρμα	[ἁρμάτων] δ’ ἄφνω τροχοί οὐκ ἐστρέφοντο , δέσμιοι δ’ ὣς ἣρμοσαν .	Suddenly , the wheels of the [chariots] would not turn , as if they were bound fast .	chariot	chariot.n.02	chariot.n.02	chariot.n.02	TRUE	chariot: a two-wheeled horse-drawn battle vehicle; used in war and races in ancient Egypt and Greece and Rome	chariot: a two-wheeled horse-drawn battle vehicle; used in war and races in ancient Egypt and Greece and Rome	2	TRUE	0
116854927	κύων	ὀρειβασίαι γὰρ καὶ ἵπποις καὶ [κυσὶν] ἐχθραὶ πεφύκασιν , ἀπαγορευόντων αὐτοῖς τῶν ποδῶν καὶ ἐκτριβομένων ῥᾷστα .	for horses and [hounds] dislike going up mountains , since their feet give out and are very quickly worn down , while hounds suffer even worse , their paws being fleshy and having nothing to resist the rocks ,	hound	hound.n.01	hound.n.01	dog.n.01	FALSE	hound, hound_dog: any of several breeds of dog used for hunting typically having large drooping ears	dog, domestic_dog, Canis_familiaris: a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds "the dog barked all night"	3	FALSE	1a: same sense, should have been clustered together
115693207	μεταβολή	τοῦτο οὐ [μεταβολὴ] τοῦ ὀνόματος , προσθήκη δέ σφισιν ἐγένετο ·	This , however , was not a [change] of name , but an addition to it ,	change	change.n.01|change.n.03|change.n.04	change.n.01	change.n.01	TRUE	change, alteration, modification: an event that occurs when something passes from one state or phase to another "the change was intended to increase sales/this storm is certainly a change for the worse/the neighborhood had undergone few modifications since his last visit years ago"	change, alteration, modification: an event that occurs when something passes from one state or phase to another "the change was intended to increase sales/this storm is certainly a change for the worse/the neighborhood had undergone few modifications since his last visit years ago"	7	TRUE	0
100220106	μέγαρον	ὣς φάτο , Τηλέμαχος δὲ διὲκ [μεγάροιο] βεβήκει ἔγχος ἔχων , ἅμα τῷ γε δύω κύνες ἀργοὶ ἕποντο .	Then Telemakhos went out of the [court] to the place where the Achaeans were meeting in assembly ; he had his spear in his hand ,	court	court.n.10	manor_hall.n.01	manor_hall.n.01	TRUE	manor_hall, hall: the large room of a manor or castle	manor_hall, hall: the large room of a manor or castle	4	FALSE	0
109311738	ἀήρ	ἀφικομένου δ’ αὐτοῦ νεωστὶ σύγχυσιν μεγάλην περὶ τὸν [ἀέρα] καὶ διοσημίας πολλὰς γενέσθαι καὶ πνεύματα καταρραγῆναι καὶ πεσεῖν πρηστῆρας ·	Shortly after his arrival there occurred a great tumult in the [air] and many portents ; violent winds suddenly swept down and lightning - flashes darted to earth .	air	air.n.02	air.n.02	air.n.02	TRUE	air: the region above the ground "her hand stopped in mid air/he threw the ball into the air"	air: the region above the ground "her hand stopped in mid air/he threw the ball into the air"	7	FALSE	0
122770333	φάος	Στράτων ἄστρου [φῶς] περιληφθὲν νέφει πυκνῷ , καθάπερ ἐπὶ τῶν λαμπτήρων γίνεται .	Strato , that it is the [light] of the star darting through a thick cloud that hath invested it ; this is seen in light shining through lanterns .	light	light.n.01	light.n.01	light.n.01	TRUE	light, visible_light, visible_radiation: (physics) electromagnetic radiation that can produce a visual sensation "the light was filtered through a soft glass window"	light, visible_light, visible_radiation: (physics) electromagnetic radiation that can produce a visual sensation "the light was filtered through a soft glass window"	10	TRUE	0
108916469	φάος	Ἀβύδου διαβιβάζειν εἰς τὴν ἑτέραν ἤπειρον ἀνεπαύετο νυκτὸς , ὥσπερ εἰώθει , κατὰ σκηνήν , οὐ καθεύδων , ἀλλὰ φροντίζων περὶ τοῦ μέλλοντος λέγεται γὰρ οὗτος ἁνὴρ ἥκιστα δὴ τῶν στρατηγῶν ὑπνώδης γενέσθαι καὶ πλεῖστον ἑαυτῷ χρόνον ἐγρηγορότι χρῆσθαι πεφυκώς ψόφου δέ τινος αἰσθέσθαι περὶ τὴν θύραν ἔδοξε , καὶ πρός τὸ τοῦ λύχνου [φῶς] ἤδη καταφερομένου σκεψάμενος ὄψιν εἶδε φοβερὰν ἀνδρὸς ἐκφύλου τὸ μέγεθος καὶ χαλεποῦ τὸ εἶδος , ἐκπλαγεὶς δὲ τὸ πρῶτον , ὡς ἑώρα μή -τε πράττοντά τι μή -τε φθεγγόμενον , ἀλλὰ ἑστῶτα σιγῇ παρὰ τὴν κλίνην , ἠρώτα ὅστίς ἐστιν , ἀποκρίνεται δ’ αὐτῷ τὸ φάσμα " ὁ σὸς , ὦ Βροῦτε , δαίμων κακός ὄψει δέ με περὶ Φιλίππους " .	As he was about to take his army across from Abydos to the other continent , he was lying down at night , as his custom was , in his tent , not sleeping , but thinking of the future ; for it is said that of all generals Brutus was least given to sleep , and that he naturally remained awake a longer time than anybody else . And now he thought he heard a noise at the door , and looking towards the [light] of the lamp , which was slowly going out , he saw a fearful vision of a man of unnatural size and harsh aspect . At first he was terrified , but when he saw that the visitor neither did nor said anything , but stood in silence by his couch , he asked him who he was .	light	light.n.01	light.n.01	light.n.01	TRUE	light, visible_light, visible_radiation: (physics) electromagnetic radiation that can produce a visual sensation "the light was filtered through a soft glass window"	light, visible_light, visible_radiation: (physics) electromagnetic radiation that can produce a visual sensation "the light was filtered through a soft glass window"	10	TRUE	0
117685842	αἴσθησις	αὕτη οὖν ἀρχὴ τοῦ φιλοσοφεῖν , [αἴσθησις] τοῦ ἰδίου ἡγεμονικοῦ πῶς ἔχει ·	This then is the beginning of philosophy , a man 's [perception] of the state of his ruling faculty ; for when a man knows that it is weak ,	perception	perception.n.03	percept.n.01	percept.n.01	TRUE	percept, perception, perceptual_experience: the representation of what is perceived; basic component in the formation of a concept	percept, perception, perceptual_experience: the representation of what is perceived; basic component in the formation of a concept	8	FALSE	0
121140236	αἴσθησις	καὶ γὰρ ἄνθρωπος εἰκόνα μὲν ποιεῖ , λόγον δὲ καὶ πνοὴν ἢ [αἴσθησιν] οὐ δύναται δοῦναι τῷ ὑπ’ αὐτοῦ γενομένῳ .	For even man makes indeed an image , but reason and breath , or [feeling] , he can not give to what he has made .	feeling	feeling.n.04	sensation.n.01	sense.n.03	FALSE	sensation, esthesis, aesthesis, sense_experience, sense_impression, sense_datum: an unelaborated elementary awareness of stimulation "a sensation of touch"	sense, sensation, sentience, sentiency, sensory_faculty: the faculty through which the external world is apprehended "in the dark he had to depend on touch and on his senses of smell and hearing"	8	FALSE	1b: prediction correct
106821217	προτέρημα	ὁ δὲ Κῦρος ἐπαρθεὶς τῷ [προτερήματι] τῶν περὶ αὐτὸν εἰς μέσους ἐβιάσατο τοὺς πολεμίους , καὶ τὸ μὲν πρῶτον ἀφειδῶς τῇ τόλμῃ χρώμενος πολλοὺς ἀνῄρει , μετὰ δὲ ταῦτα προχειρότερον κινδυνεύων ὑπό τινος τῶν τυχόντων Περσῶν πληγεὶς ἐπικαίρως ἔπεσεν .	Cyrus , being elated by the [success] of his forces , rushed boldly into the midst of the enemy and at first slew numbers of them as he set no bounds to his daring ; but later , as he fought too imprudently , he was struck by a common Persian and fell mortally wounded . Upon his death the King 's soldiers gained confidence for the battle and in the end , by virtue of numbers and daring ,	success	success.n.01|success.n.02	success.n.02	success.n.02	TRUE	success: an attainment that is successful "his success in the marathon was unexpected/his new play was a great success"	success: an attainment that is successful "his success in the marathon was unexpected/his new play was a great success"	2	TRUE	0
103207463	ὁμόνοια	ἐκ δὲ τούτων ἡ κοινὴ καὶ πάντων τῶν ἀγαθῶν αἰτία τῇ πόλει μένει καὶ συνέστηκεν [ὁμόνοια] .	Hence it is that that general [harmony] , which is the source of all our blessings , is firmly established in our city .	harmony	harmony.n.01|harmony.n.04	harmony.n.03|harmony.n.04	harmony.n.03	TRUE	harmony, concord, concordance: a harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole|harmony, concord, concordance: agreement of opinions	harmony, concord, concordance: a harmonious state of things in general and of their properties (as of colors and sounds); congruity of parts with one another and with the whole	2	TRUE	0
100375337	ἔτος	λέγεται δὲ πεντηκοστῷ [ἔτει] ῥυῆναι τοῦτο μετὰ τὸ πρότερον ῥεῦμα , τὸ δὲ ξύμπαν τρὶς γεγενῆσθαι τὸ ῥεῦμα ἀφ’ οὗ Σικελία ὑπὸ Ἑλλήνων οἰκεῖται .	From the last time that the fire brake out before to this time , it is said to be fifty [years] . And it hath now broken out thrice in all since Sicily was inhabited by the Grecians .	year	year.n.01	year.n.01	year.n.01	TRUE	year, twelvemonth, yr: a period of time containing 365 (or 366) days "she is 4 years old/in the year 1920"	year, twelvemonth, yr: a period of time containing 365 (or 366) days "she is 4 years old/in the year 1920"	4	TRUE	0
108237790	ἔτος	τῇ τετράδι καὶ εἰκάδι , τῷ ἑνδεκάτῳ μηνί — οὗτός ἐστιν ὁ μὴν Σαβάτ — ἐν τῷ δευτέρῳ [ἔτει] ἐπὶ Δαρείου , ἐγένετο λόγος Κυρίου πρὸς Ζαχαρίαν τὸν τοῦ Βαραχίου υἱὸν Ἀδδὼ τὸν προφήτην λέγων ·	On the twenty - fourth day in the eleventh month , this is the month Sabat , in the second [year] of the reign of Darius , the word of the Lord came to Zacharias , the son of Barachias , the son of Addo , the prophet , saying ,	year	year.n.01	year.n.01	year.n.01	TRUE	year, twelvemonth, yr: a period of time containing 365 (or 366) days "she is 4 years old/in the year 1920"	year, twelvemonth, yr: a period of time containing 365 (or 366) days "she is 4 years old/in the year 1920"	4	TRUE	0
122787110	πτέρυξ	ὁ μέν , ὁπόσος ἄμφω τὼ [πτέρυγε] ταλαντεύσας ἐξ ἑαυτοῦ ἀτενὲς ἐς τὸν Ὀρφέα βλέπει , οὐ -δ’ ἐπιστρεφόμενος τοῦ πτωκὸς πλησίον ὄντος , οἱ δὲ ξυγκλείσαντες τὰς γένυς ὅλοι εἰσὶ τοῦ θέλγοντος , λύκοι τε οὗτοι καὶ ἄρνες ἀναμίξ , ᾗ τεθηπότες .	The eagle , poised aloft on both his [wings] , gazes intently at Orpheus and pays no heed to the hare near by , while the animals , keeping their jaws closed — both wolves yonder and the lambs are mingled together — are wholly under the spell of the enchanter , as though dazed .	wing	wing.n.01	wing.n.01	wing.n.01	TRUE	wing: a movable organ for flying (one of a pair)	wing: a movable organ for flying (one of a pair)	2	TRUE	0
102100328	αἰκία	καὶ μὴν οὐ -δὲ βιαίων γε οὐ -δ’ [αἰκίας] δίκαι δικαίως ἂν εἶεν ἐν αὐτοῖς ·	“ And again , there could not rightly arise among them any law - suit for assault or bodily [injury] .	injury	injury.n.04|assault.n.02	assault.n.02	outrage.n.02	FALSE	assault: a threatened or attempted physical attack by someone who appears to be able to cause bodily harm if not stopped	outrage: a wantonly cruel act	3	FALSE	2a: sense not correctly inferred from context
118695422	μήτηρ	καὶ τάς τε ἀδελφὰς αὐτῶν καὶ [μητέρας] καὶ γυναῖκας συγκαλέσασα ἔπεισε μηδὲν ἀνάξιον ὑπομεῖναι τοῦ γένους .	Axiothea the wife of Nicocles , wishing to emulate the glorious resolution of the deceased , assembled their sisters , [mothers] , and wives ; and exhorted them not to submit to anything unworthy of their family .	mother	mother.n.01	mother.n.01	mother.n.01	TRUE	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	4	TRUE	0
119034151	μήτηρ	" πρὶν ἢ γὰρ γνῶναι τὸ παιδίον καλεῖν πατέρα ἢ [μητέρα] " , ὁ προφητικὸς λόγος ἔφη , " λήψεται δύναμιν Δαμασκοῦ καὶ σκῦλα Σαμαρείας ἔναντι βασιλέως Ἀσσυρίων " .	' For before the child knows how to call father or [mother] , ' the prophetic word said , ' He shall take the power of Damascus and spoils of Samaria in presence of the king of Assyria . '	mother	mother.n.01	mother.n.01	mother.n.01	TRUE	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	4	TRUE	0
113623559	μήτηρ	εἶδον γὰρ αὐτὴν ἔναγχος ἐν τοῖς Θεσμοφορίοις μετὰ τῆς [μητρός] , οὐδέπω εἰδυῖα ὅτι δι’ αὐτὴν οὐκέτι ὄψομαι Πάμφιλον .	I saw her the other day with her [mother] at the Thesmophoria , though I did n’t know at the time that I ’d never see Pamphilus again because of her . I think you ’d better have a good look at her too , before it ’s too late , and examine her face and her eyes ;	mother	mother.n.01	mother.n.01	mother.n.01	TRUE	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	mother, female_parent: a woman who has given birth to a child (also used as a term of address to your mother) "the mother of three children"	4	TRUE	0
117525076	ὄνομα	" τὸ γὰρ [ὄνομα] τοῦ θεοῦ δι’ αὐτοὺς βλασφημεῖται " .	""" For the [name] of God is blasphemed because of them . """	name	name.n.02|name.n.01	name.n.02|name.n.01	name.n.01	TRUE	name: a person's reputation "he wanted to protect his good name"|name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	11	TRUE	0
114992231	ὄνομα	αἰνοῦμέν σου τὸ ἀγαθὸν [ὄνομα] κύριε ἐλέγξαντι τοὺς ὑπὸ σοῦ ἐλεγχομένους ·	We hallow thy good [name] , Lord < and thank thee > , that thou didst show those convicted by thee .	name	name.n.02|name.n.01	name.n.02|name.n.01	name.n.01	TRUE	name: a person's reputation "he wanted to protect his good name"|name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	11	TRUE	0
106134197	ὄνομα	καὶ πᾶν ὃ ἂν ἐκάλεσεν αὐτὸ Ἀδὰμ ψυχὴν ζῶσαν , τοῦτο [ὄνομα] αὐτοῦ .	"and whatever Adam called any living soul that became its [name] . """	name	name.n.01	name.n.01	name.n.01	TRUE	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	11	TRUE	0
109889957	ὄνομα	εἰ δὲ μὴ ποιεῖ τοῦτο , μεταβεβληκὸς ἂν εἴη μικρὸν το- [τοὔνομα] .	And the same appears to be the case even now . And if they fail to do so , the [name] must have changed its meaning a little .	name	name.n.01	name.n.01	name.n.01	TRUE	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	11	TRUE	0
107995468	ὄνομα	ὡς ἐποίησας μετὰ Δαυὶδ τοῦ πατρός μου καὶ ἀπέστειλας αὐτῷ κέδρους τοῦ οἰκοδομῆσαι ἑαυτῷ οἶκον κατοικῆσαι ἐν αὐτῷ , καὶ ἰδοὺ ἐγὼ ὁ υἱὸς αὐτοῦ οἰκοδομῶ οἶκον τῷ [ὀνόματι] Κυρίου Θεοῦ μου ἁγιάσαι αὐτὸν αὐτῷ τοῦ θυμιᾶν ἀπέναντι αὐτοῦ θυμίαμα καὶ πρόθεσιν διὰ παντὸς καὶ τοῦ ἀναφέρειν ὁλοκαυτώματα διὰ παντὸς τὸ πρωΐ καὶ τὸ δείλης καὶ ἐν τοῖς σαββάτοις καὶ ἐν ταῖς νουμηνίαις καὶ ἐν ταῖς ἑορταῖς τοῦ Κυρίου Θεοῦ ἡμῶν ·	Whereas you did deal favourably with David my father , and did send him cedars to build for himself a house to dwell in , behold , I also his son am building a house to the [name] of the Lord my God , to consecrate it to him , to burn incense before him , and to offer show bread continually , and to offer up whole burnt offerings continually morning and evening , and on the sabbaths , and at the new moons , and at the feasts of the Lord our God :	name	name.n.05	name.n.05	name.n.01	FALSE	name: by the sanction or authority of "halt in the name of the law"	name: a language unit by which a person or thing is known "his name really is George Washington/those are two names for the same thing"	11	FALSE	2c: difficult to determine correct sense of the word
101451478	σταθμός	ἐντεῦθεν δ’ ἐπορεύθησαν [σταθμοὺς] δύο παρασάγγας ὀκτώ ·	From there they proceeded two [stages] , eight parasangs ,	stage	stage.n.06	stage.n.06	stage.n.06	TRUE	stage, leg: a section or portion of a journey or course "then we embarked on the second stage of our Caribbean cruise"	stage, leg: a section or portion of a journey or course "then we embarked on the second stage of our Caribbean cruise"	6	TRUE	0
117334225	σκέψις	ἀνωμάλων δὲ τῶν γνωμῶν γενομένων ἐκείνης μὲν τῆς ἡμέρας οὐδὲν ἐπεκύρωσεν βασιλεύς , ἀλλ’ ὑπερέθετο τὴν [σκέψιν] ·	Since opinions were evenly balanced , the king made no decision that day , but postponed the [inquiry] .	inquiry	inquiry.n.03	inquiry.n.01	inquiry.n.01	TRUE	inquiry, enquiry, research: a search for knowledge "their pottery deserves more research than it has received"	inquiry, enquiry, research: a search for knowledge "their pottery deserves more research than it has received"	3	TRUE	0
117020813	πολίχνιον	μικρὸν δέ τι [πολίχνιον] Ῥωμαῖοί ποτε ἐπιτειχίζοντες Αἰκανοῖς Ἄλβην ἀπὸ τῆς αὑτῶν μητροπόλεως ἐκάλεσαν ·	The Romans had at one time fortified a small [town] among the Æqui , which they called Alba after the name of their mother city .	town	town.n.01	town.n.01	town.n.01	TRUE	town: an urban area with a fixed boundary that is smaller than a city "they drive through town on their way to work"	town: an urban area with a fixed boundary that is smaller than a city "they drive through town on their way to work"	2	TRUE	0
119086605	ἔρως	δεινὸς γὰρ αὐτὴν [ἔρως] ἐξέμηνεν ἐπὶ τῷ πατρί .	She devised numerous tricks to deceive her parents and to put off the day of decision , because a dreadful [lust] , for her father , had driven her mad .	lust	lecherousness.n.01	love.n.01	love.n.01	TRUE	love: a strong positive emotion of regard and affection "his love for his work/children need a lot of love"	love: a strong positive emotion of regard and affection "his love for his work/children need a lot of love"	6	TRUE	0
109927802	ἔρως	ἧς καὶ εἰς [ἔρωτα] ἐμπεσὼν ἐλθὼν εἰς ἄστυ κλινήρης γίνεται καὶ διηγεῖται τὰ γεγενημένα τῷ ἀδελφῷ ἑαυτοῦ ὄντι νεωτέρῳ .	and falling in [love] with her , he returned into the city and fell ill , and took to his bed , and related what had happened to his brother ,	love	love.n.04	love.n.01	love.n.01	TRUE	love: a strong positive emotion of regard and affection "his love for his work/children need a lot of love"	love: a strong positive emotion of regard and affection "his love for his work/children need a lot of love"	6	TRUE	0
115824920	παῖς	ὄντα δ’ αὐτὸν τοιοῦτον ἡ Θέρμουθις παῖδα ποιεῖται γονῆς γνησίας οὐ μεμοιραμένη , καί ποτε κομίσασα τὸν Μωυσῆν πρὸς τὸν πατέρα ἐπεδείκνυε τοῦτον καὶ ὡς φροντίσειε διαδοχῆς , εἰ καὶ βουλήσει θεοῦ μὴ τύχοι παιδὸς γνησίου , πρὸς αὐτόν τε ἔλεγεν , " ἀναθρεψαμένη [παῖδα] μορφῇ τε θεῖον καὶ φρονήματι γενναῖον , θαυμασίως δὲ αὐτὸν καὶ παρὰ τῆς τοῦ ποταμοῦ λαβοῦσα χάριτος ἐμαυτῆς μὲν ἡγησάμην παῖδα ποιήσασθαι , τῆς δὲ σῆς βασιλείας διάδοχον " .	"Thermuthis therefore perceiving him to be so remarkable a child , adopted him for her son , having no child of her own . And when one time had carried Moses to her father , she showed him to him , and said she thought to make him her successor , if it should please God she should have no legitimate child of her own ; and to him , "" I have brought up a [child] who is of a divine form , and of a generous mind ; and as I have received him from the bounty of the river , in , I thought proper to adopt him my son , and the heir of thy kingdom . """	child	child.n.01	son.n.01	son.n.01	TRUE	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	11	TRUE	0
119085135	παῖς	Ἄρτεμις δὲ ἀντὶ τῆς Ἰφιγενείας παρὰ τὸν βωμὸν ἔφηνε μόσχον , αὐτὴν δὲ προσωτάτω τῆς Ἑλλάδος ἀπήνεγκεν εἰς τὸν Εὔξεινον λεγόμενον πόντον παρὰ Θόαντα τὸν Βορυσθένους [παῖδα] .	Artemis made a bull calf appear by the altar instead of Iphigenia whom she carried off far away from Greece , to the Sea of Pontus with its welcoming name of Euxine , to Thoas [son] of Borysthenes .	son	son.n.01	son.n.01	son.n.01	TRUE	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	11	TRUE	0
109254673	παῖς	ἀκούσας δὲ ὁ Καμπανὸς φιλαργυρίᾳ παρέβη τὰ δίκαια τῆς φύσεως , τὸν [παῖδα] φονεύσας .	When the Campanian heard this , through his love of money he violated the rights of nature and slew the [child] .	child	child.n.01	son.n.01	son.n.01	TRUE	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	11	TRUE	0
115993195	παῖς	στασιάσαντος οὖν τοῦ προτέρου ἀρχιερέως Ἰησοῦ πρὸς τὸν μετὰ ταῦτα κατασταθέντα Μενέλαον καὶ τοῦ πλήθους διανεμηθέντος εἰς ἑκατέρους , ἐκ τῆς Μενελάου μοίρας οἱ Τωβίου [παῖδες] ἐγένοντο , τὸ δὲ πλέον τοῦ λαοῦ τῷ Ἰάσονι συνελάμβανεν , ὑφ’ οὗ καὶ πονούμενοι ὅ τε Μενέλαος καὶ οἱ παῖδες οἱ τοῦ Τωβίου πρὸς Ἀντίοχον ἀνεχώρησαν δηλοῦντες αὐτῷ , ὅτι βούλονται τοὺς πατρίους νόμους καταλιπόντες καὶ τὴν κατ’ αὐτοὺς πολιτείαν ἕπεσθαι τοῖς βασιλικοῖς καὶ τὴν Ἑλληνικὴν πολιτείαν ἔχειν .	Now as the former high priest , Jesus , raised a sedition against Menelaus , who was ordained after him , the multitude were divided between them both . And the [sons] of Tobias took the part of Menelaus , but the greater part of the people assisted Jason ; and by that means Menelaus and the sons of Tobias were distressed , and retired to Antiochus , and informed him that they were desirous to leave the laws of their country , and the Jewish way of living according to them , and to follow the king 's laws , and the Grecian way of living .	son	son.n.01	son.n.01	son.n.01	TRUE	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	11	TRUE	0
100101763	παῖς	τοῖσιν δ’ ἐν μέσσοισι [πάϊς] φόρμιγγι λιγείῃ ἱμερόεν κιθάριζε , λίνον δ’ ὑπὸ καλὸν ἄειδε λεπταλέῃ φωνῇ ·	and [maidens] all blithe and full of glee , carried the luscious fruit in plaited baskets ; and with them there went a boy who made sweet music with his lyre ,	maiden	child.n.01	son.n.01	son.n.01	TRUE	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	son, boy: a male human offspring "their son became a famous judge/his boy is taller than he is"	11	TRUE	0
117034616	τάφρος	τὴν δὲ πόλιν ὑμᾶς ἔχειν , καὶ τὴν χώραν ὅσην ἐντὸς τῶν Φοινικίδων [τάφρων] εἴχετε ἐμοῦ διαπλέοντος ἐς Λιβύην .	You to retain your city and as much territory inside the Phœnician [trenches] as you had when I sailed for Africa .	trench	trench.n.01	trench.n.01	trench.n.01	TRUE	trench: a ditch dug as a fortification having a parapet of the excavated earth	trench: a ditch dug as a fortification having a parapet of the excavated earth	2	TRUE	0
104909372	ἡμέρα	συνάχθητε , ἵνα ἀναγγείλω ὑμῖν , τί ἀπαντήσει ὑμῖν ἐπ’ ἐσχάτων τῶν [ἡμερῶν] ·	Assemble yourselves , that I may tell you what shall happen to you in the last [days] .	day	day.n.02|day.n.01	day.n.01	day.n.01	TRUE	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	11	TRUE	0
110125525	ἡμέρα	καὶ ὅτε ἐπλήσθησαν αἱ [ἡμέραι] τοῦ καθαρισμοῦ αὐτῶν , κατὰ τὸν νόμον Μωϋσέως , ἀνήγαγον αὐτὸν εἰς Ἱεροσόλυμα παραστῆσαι τῷ κυρίῳ , καθὼς γέγραπται ἐν νόμῳ κυρίου ὅτι πᾶν ἄρσεν διανοῖγον μήτραν ἅγιον τῷ κυρίῳ κληθήσεται , καὶ τοῦ δοῦναι θυσίαν κατὰ τὸ εἰρημένον ἐν τῷ νόμῳ , κυρίου , ζεῦγος τρυγόνων ἢ δύο νοσσοὺς περιστερῶν .	And when the [days] of their purification according to the law of Moses were fulfilled , they brought him up to Jerusalem , to present him to the Lord ( as it is written in the law of the Lord , Every male that openeth the womb shall be called holy to the Lord ) , and to offer a sacrifice according to that which is said in the law of the Lord , A pair of turtledoves , or two young pigeons .	day	day.n.01	day.n.01	day.n.01	TRUE	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	11	TRUE	0
116905573	ἡμέρα	ἣ δὲ ᾔτησεν ἐκ τοῦ βασιλέως τὴν βασίλειον στολὴν λαβεῖν καὶ πέντε [ἡμερῶν] τῆς Ἀσίας ἄρξαι , καὶ τὰ ὑπὸ ταύτης προσταττόμενα δρᾶσαι .	She requested of the King that he would grant her a Royal robe , and that she might have the command of Asia five [days] , and the ordering of all things during that time . She failed not of her request .	day	day.n.01	day.n.01	day.n.01	TRUE	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	day, twenty-four_hours, twenty-four_hour_period, 24-hour_interval, solar_day, mean_solar_day: time for Earth to make a complete rotation on its axis "two days later they left/they put on two performances every day/there are 30,000 passengers per day"	11	TRUE	0
